,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
大逆,0,0,0,0,0,0.71250004,0.112500004,0.125
叛逆,0,0,0,0,0,0.72625,0.14625001,0.0625
謀反,0,0,0,0,0,0.72625,0.14625001,0.0625
反逆罪,0,0,0,0,0,0.71250004,0.112500004,0.125
大逆罪,0,0,0,0,0,0.71250004,0.112500004,0.125
反逆,0,0,0,0,0,0.72625,0.14625001,0.0625
謀叛,0,0,0,0,0,0.72625,0.14625001,0.0625
乱逆,0,0,0,0,0,0.72625,0.14625001,0.0625
センセーショナル,0.55,0.2,0,0.075,0,0,0,0
刺戟的,0.55,0.2,0,0.075,0,0,0,0
ナッシング,0.1,0,0,0.175,0.35000002,0,0.075,0
0,0.1,0,0,0.175,0.35000002,0,0.075,0
ゼロ,0.1,0,0,0.175,0.35000002,0,0.075,0
無し,0.1,0,0,0.175,0.35000002,0,0.075,0
絶無,0.1,0,0,0.175,0.35000002,0,0.075,0
零,0.1,0,0,0.175,0.35000002,0,0.075,0
皆無,0.1,0,0,0.175,0.35000002,0,0.075,0
文体,0.125,0,0.25,0.22500001,0,0,0,0.15
具合,0.5833334,0.36666667,0.083333336,0.083333336,0,0,0,0.050000004
花柱,0.125,0,0.25,0.22500001,0,0,0,0.15
声の調子,0.125,0,0.25,0.22500001,0,0,0,0.15
健康状態,0.125,0,0.25,0.22500001,0,0,0,0.15
音色,0.125,0,0.25,0.22500001,0,0,0,0.15
声振,0.125,0,0.25,0.22500001,0,0,0,0.15
語気,0.125,0,0.25,0.22500001,0,0,0,0.15
全音,0.125,0,0.25,0.22500001,0,0,0,0.15
音質,0.125,0,0.25,0.22500001,0,0,0,0.15
声遣い,0.125,0,0.25,0.22500001,0,0,0,0.15
声調,0.125,0,0.25,0.22500001,0,0,0,0.15
音調,0.125,0,0.25,0.22500001,0,0,0,0.15
声遣,0.125,0,0.25,0.22500001,0,0,0,0.15
鉄筆,0.125,0,0.25,0.22500001,0,0,0,0.15
声振り,0.125,0,0.25,0.22500001,0,0,0,0.15
音の高さ,0.125,0,0.25,0.22500001,0,0,0,0.15
声風,0.125,0,0.25,0.22500001,0,0,0,0.15
具合い,0.375,0.05,0.125,0.125,0,0,0,0.075
声色,0.125,0,0.25,0.22500001,0,0,0,0.15
姿態,0.125,0,0.25,0.22500001,0,0,0,0.15
響き,0.1875,0,0.125,0.3375,0,0,0,0.075
構え,0.125,0,0.25,0.22500001,0,0,0,0.15
体調,0.125,0,0.25,0.22500001,0,0,0,0.15
トーン,0.125,0,0.25,0.22500001,0,0,0,0.15
口調,0.125,0,0.25,0.22500001,0,0,0,0.15
律呂,0.125,0,0.25,0.22500001,0,0,0,0.15
様式,0.125,0,0.25,0.22500001,0,0,0,0.15
語調,0.125,0,0.25,0.22500001,0,0,0,0.15
格調,0.125,0,0.25,0.22500001,0,0,0,0.15
声音,0.125,0,0.25,0.22500001,0,0,0,0.15
語勢,0.125,0,0.25,0.22500001,0,0,0,0.15
調音,0.125,0,0.25,0.22500001,0,0,0,0.15
アクセント,0.13680555,0.008333334,0.3125,0.056250002,0,0.041666668,0.05277778,0.1875
塩梅,0.125,0,0.25,0.22500001,0,0,0,0.15
スタイル,0.125,0,0.25,0.22500001,0,0,0,0.15
音,0.0625,0,0.125,0.112500004,0,0.4,0.10000001,0.075
様体,0.125,0,0.25,0.22500001,0,0,0,0.15
呂律,0.125,0,0.25,0.22500001,0,0,0,0.15
コンディション,0.125,0,0.25,0.22500001,0,0,0,0.15
加減,0.125,0,0.25,0.22500001,0,0,0,0.15
変形,0.0375,0.0375,0.25,0.075,0.125,0,0.025,0.15
翦断応力,0,0,0.5,0,0,0,0,0.3
圧力,0,0,0.5,0,0,0,0,0.3
張力,0,0,0.5,0,0,0,0,0.3
応力,0,0,0.5,0,0,0,0,0.3
歪力,0,0,0.5,0,0,0,0,0.3
剪断応力,0,0,0.5,0,0,0,0,0.3
力点,0.14074074,0.011111111,0.33333334,0,0,0.055555556,0.07037037,0.20000002
緊迫状態,0,0,0.5,0,0,0,0,0.3
強調,0.33055556,0.008333334,0.25,0,0,0.041666668,0.05277778,0.15
濾過,0,0,0.5,0,0,0,0,0.3
ろ過,0,0,0.5,0,0,0,0,0.3
発狂,0.5625,0,0,0,0,0,0.375,0
僮,0.5625,0,0,0,0,0,0.375,0
ヒステリー神経症,0.421875,0,0,0,0,0.058333337,0.47291666,0
遷移,0.15,0.0375,0,0.075,0.125,0,0.4,0
変遷,0.1,0.025000002,0.0148148155,0.2351852,0.083333336,0,0.26666668,0
移り変わり,0.15,0.0375,0,0.075,0.125,0,0.4,0
変わり目,0.1125,0,0.022222223,0.2777778,0,0,0.375,0
推移,0.225,0,0,0,0,0,0.75,0
実験,0,0,0.050000004,0,0.23333335,0,0.3166667,0
小手調べ,0,0,0.10000001,0,0.21666667,0,0.28333333,0
試用,0,0,0.10000001,0,0.21666667,0,0.28333333,0
験し,0,0,0.10000001,0,0.21666667,0,0.28333333,0
トライヤル,0,0,0.10000001,0,0.21666667,0,0.28333333,0
試験,0,0,0.10000001,0,0.21666667,0,0.28333333,0
トライアル,0,0,0.10000001,0,0.21666667,0,0.28333333,0
試し,0,0,0.10000001,0,0.21666667,0,0.28333333,0
試すこと,0,0,0.10000001,0,0.21666667,0,0.28333333,0
テスト,0,0,0.10000001,0,0.21666667,0,0.28333333,0
小手調,0,0,0.10000001,0,0.21666667,0,0.28333333,0
閑日月,0.1,0,0,0.175,0.35000002,0,0.075,0
出端,0.40000004,0,0,0.0875,0.17500001,0,0.0375,0
手明き,0.1,0,0,0.175,0.35000002,0,0.075,0
手空き,0.1,0,0,0.175,0.35000002,0,0.075,0
オーバータイム,0.1,0,0,0.175,0.35000002,0,0.075,0
暇,0.25,0.09,0,0.13000001,0.14,0,0.030000001,0
閑,0.1,0,0,0.175,0.35000002,0,0.075,0
序,0.58,0,0,0.035,0.07,0,0.015000001,0
御暇,0.1,0,0,0.175,0.35000002,0,0.075,0
余暇,0.1,0,0,0.175,0.35000002,0,0.075,0
有閑,0.1,0,0,0.175,0.35000002,0,0.075,0
お暇,0.1,0,0,0.175,0.35000002,0,0.075,0
閑暇,0.1,0,0,0.175,0.35000002,0,0.075,0
空ろ,0.06666667,0,0,0.2,0.38333336,0,0.116666675,0
虚ろ,0.06666667,0,0,0.2,0.38333336,0,0.116666675,0
呆然たる,0.06666667,0,0,0.2,0.38333336,0,0.116666675,0
上の空,0.06666667,0,0,0.2,0.38333336,0,0.116666675,0
がらんとなる,0.1,0,0,0.175,0.35000002,0,0.075,0
空になる,0.1,0,0,0.175,0.35000002,0,0.075,0
けんけん,0.1,0,0,0.175,0.35000002,0,0.075,0
ずけずけ,0.1,0,0,0.175,0.35000002,0,0.075,0
末香,0,0,0,0,0,0.5,0.3,0
味噌,0,0,0,0,0,0.5,0.3,0
インセンス,0,0,0,0,0,0.5,0.3,0
抹香,0,0,0,0,0,0.5,0.3,0
未醤,0,0,0,0,0,0.5,0.3,0
フレーグランス,0,0,0,0,0,0.5,0.3,0
蘭麝,0,0,0,0,0,0.5,0.3,0
馨しさ,0,0,0,0,0,0.5,0.3,0
芳芬,0,0,0,0,0,0.5,0.3,0
芳ばしさ,0,0,0,0,0,0.5,0.3,0
フレグランス,0,0,0,0,0,0.5,0.3,0
香料,0,0,0,0,0,0.5,0.3,0
芳しさ,0,0,0,0,0,0.5,0.3,0
パフューム,0,0,0,0,0,0.5,0.3,0
清香,0,0,0,0,0,0.5,0.3,0
フレイバー,0.299,0.29,0,0,0.015000001,0.115,0.085,0
贈賄,0,0,0.10666667,0.04,0.19466668,0.30333334,0.138,0.04
黄白,0.14166668,0.083333336,0.08888889,0.033333335,0.16222222,0.25277779,0.11500001,0.033333335
悪化,0,0,0.1488889,0.093333334,0.3188889,0.016666668,0.11,0.075
汚濁,0,0,0.08888889,0.045833334,0.16222222,0.3652778,0.14000002,0.033333335
堕落腐敗,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
腐朽,0,0,0.17777778,0.06666667,0.32444444,0.033333335,0.11333334,0.06666667
涜職,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
あっ化,0,0,0.15866666,0.092,0.31866664,0.020000001,0.108,0.07
腐食,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
私曲,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
贈収賄,0,0,0.10666667,0.04,0.19466668,0.30333334,0.138,0.04
分解,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
腐り,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
改悪,0,0,0.17777778,0.06666667,0.32444444,0.033333335,0.11333334,0.06666667
収賄,0,0,0.10666667,0.04,0.19466668,0.30333334,0.138,0.04
腐蝕,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
変質,0.01875,0.01875,0.13333334,0.087500006,0.30583337,0.025000002,0.097500004,0.05
堕落,0,0,0.10666667,0.04,0.19466668,0.30333334,0.138,0.04
腐,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
腐乱,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
腐爛,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
腐れ,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
窃かに,0.57500005,0.075,0,0,0,0,0,0
フンワリ,0.28750002,0.0375,0,0.3,0,0,0,0
陰乍ら,0.57500005,0.075,0,0,0,0,0,0
密かに,0.57500005,0.075,0,0,0,0,0,0
はらり,0.28750002,0.0375,0,0.3,0,0,0,0
ひらり,0.28750002,0.0375,0,0.3,0,0,0,0
ふんわり,0.28750002,0.0375,0,0.3,0,0,0,0
密々,0.57500005,0.075,0,0,0,0,0,0
内内,0.49,0.14,0,0,0,0,0,0
暗々のうちに,0.57500005,0.075,0,0,0,0,0,0
じっと,0.4666667,0.10000001,0,0.058333334,0,0,0,0
心ひそかに,0.57500005,0.075,0,0,0,0,0,0
ひっそり,0.51,0.09,0,0.010000001,0,0.025,0,0.025
ふわふわ,0.57500005,0.075,0,0,0,0,0,0
ぱらり,0.28750002,0.0375,0,0.3,0,0,0,0
控えめに,0.57500005,0.075,0,0,0,0,0,0
密密,0.57500005,0.075,0,0,0,0,0,0
ふくふく,0.57500005,0.075,0,0,0,0,0,0
ふっくり,0.57500005,0.075,0,0,0,0,0,0
柔らかく,0.28750002,0.0375,0,0.3,0,0,0,0
軽く,0.47708336,0.01875,0,0.15,0,0,0,0
ふわっと,0.28750002,0.0375,0,0.3,0,0,0,0
心密かに,0.57500005,0.075,0,0,0,0,0,0
人知れず,0.57500005,0.075,0,0,0,0,0,0
闇闇のうちに,0.57500005,0.075,0,0,0,0,0,0
闇々のうちに,0.57500005,0.075,0,0,0,0,0,0
陰ながら,0.57500005,0.075,0,0,0,0,0,0
内々,0.57500005,0.075,0,0,0,0,0,0
秘かに,0.57500005,0.075,0,0,0,0,0,0
静々,0.57500005,0.075,0,0,0,0,0,0
ふかふか,0.57500005,0.075,0,0,0,0,0,0
人しれず,0.57500005,0.075,0,0,0,0,0,0
じいっと,0.4666667,0.10000001,0,0.058333334,0,0,0,0
静静,0.57500005,0.075,0,0,0,0,0,0
ふわり,0.28750002,0.0375,0,0.3,0,0,0,0
ひょい,0.28750002,0.0375,0,0.3,0,0,0,0
暗暗のうちに,0.57500005,0.075,0,0,0,0,0,0
ふっくら,0.57500005,0.075,0,0,0,0,0,0
ふうわり,0.28750002,0.0375,0,0.3,0,0,0,0
ひそかに,0.57500005,0.075,0,0,0,0,0,0
隠れて,0.57500005,0.075,0,0,0,0,0,0
内密に,0.57500005,0.075,0,0,0,0,0,0
禁じられた,0,0,0,0.14380953,0.3102381,0.15619048,0.17214286,0
不可能,0,0,0,0.14380953,0.3102381,0.15619048,0.17214286,0
インポッシブル,0,0,0,0.14380953,0.3102381,0.15619048,0.17214286,0
涎,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
フーリガン,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
乱破,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
兇賊,0,0,0,0.05804989,0.050056692,0.70706916,0.09920068,0
凶徒,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
暴漢,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
ばくち打ち,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
賭博師,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
博奕打,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
暴れ者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
荒くれ者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
徒者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
凶賊,0,0,0,0.05804989,0.050056692,0.70706916,0.09920068,0
渡世人,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
ヤクザ,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
あばれん坊,0,0.0062500006,0,0.1156746,0.18769841,0.3447421,0.16011904,0
徒ら者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
乱暴者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
ギャンブラー,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
あそび人,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
乱波,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
あばれ者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
ならず者,0,0,0,0.05804989,0.050056692,0.70706916,0.09920068,0
博打打ち,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
博打打,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
無頼漢,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
勝負師,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
あらくれ者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
凶漢,0,0,0,0.05804989,0.050056692,0.70706916,0.09920068,0
兇漢,0,0,0,0.05804989,0.050056692,0.70706916,0.09920068,0
博徒,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
やくざ者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
暴れん坊,0,0.0062500006,0,0.1156746,0.18769841,0.3447421,0.16011904,0
鉄火打ち,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
暴ん坊,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
ギャング,0,0,0,0.11984127,0.34603176,0.13015874,0.20595239,0
博打ち,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
鉄火,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
暴力団員,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
遊人,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
博奕打ち,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
遊び人,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
狼藉者,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
無価値,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
不要,0,0,0,0.036507938,0.3710318,0.13015874,0.2642857,0
味噌っ滓,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
冗,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
甲斐無さ,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
余計,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
みそっ滓,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
味噌滓,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
不必要,0,0,0,0.036507938,0.3710318,0.13015874,0.2642857,0
つまらなさ,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
味噌かす,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
詰まらなさ,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
味噌っかす,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
甲斐なさ,0,0,0,0.073015876,0.2170635,0.26031747,0.15357143,0
不経済,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
無駄使い,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
冗費,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
無駄づかい,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
徒消,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
徒費,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
勿体無い,0,0,0,0.14380953,0.3102381,0.15619048,0.17214286,0
乱費,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
物体ない,0,0,0,0.14380953,0.3102381,0.15619048,0.17214286,0
勿体ない,0,0,0,0.14380953,0.3102381,0.15619048,0.17214286,0
濫費,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
無駄遣,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
物体無い,0,0,0,0.14380953,0.3102381,0.15619048,0.17214286,0
徒遣い,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
蕩尽,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
空費,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
徒銷,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
浪費,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
無駄遣い,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
徒遣,0,0,0,0.15523809,0.39261904,0.07809524,0.2152381,0
忘恩,0,0,0,0.28666666,0.09333334,0.06666667,0.24000001,0
恩知らず,0,0,0,0.28666666,0.09333334,0.06666667,0.24000001,0
休暇,0.35000002,0.15,0,0.1,0,0,0,0
ホリデイ,0.35000002,0.15,0,0.1,0,0,0,0
ヴァカンス,0.35000002,0.15,0,0.1,0,0,0,0
御寝,0.25833336,0.12500001,0,0.116666675,0.083333336,0,0.016666668,0
ヴァケイション,0.35000002,0.15,0,0.1,0,0,0,0
休眠,0.35555556,0.13333334,0,0.11111112,0,0,0,0
中休み,0.325,0.13928571,0,0.092857145,0,0.057142857,0.014285715,0
休日,0.35000002,0.15,0,0.1,0,0,0,0
静養,0.35000002,0.15,0,0.1,0,0,0,0
ねね,0.25833336,0.12500001,0,0.116666675,0.083333336,0,0.016666668,0
田暇,0.35000002,0.15,0,0.1,0,0,0,0
定休日,0.35000002,0.15,0,0.1,0,0,0,0
公暇,0.35000002,0.15,0,0.1,0,0,0,0
連休,0.35000002,0.15,0,0.1,0,0,0,0
物日,0.35000002,0.15,0,0.1,0,0,0,0
バケーション,0.35000002,0.15,0,0.1,0,0,0,0
休み日,0.35000002,0.15,0,0.1,0,0,0,0
中休,0.325,0.13928571,0,0.092857145,0,0.057142857,0.014285715,0
定休,0.35000002,0.15,0,0.1,0,0,0,0
祝日,0.35000002,0.15,0,0.1,0,0,0,0
就眠,0.25833336,0.12500001,0,0.116666675,0.083333336,0,0.016666668,0
スリープ,0.28541666,0.118750006,0,0.12083334,0.0625,0,0.0125,0
田假,0.35000002,0.15,0,0.1,0,0,0,0
睡り,0.25833336,0.12500001,0,0.116666675,0.083333336,0,0.016666668,0
記念日,0.35000002,0.15,0,0.1,0,0,0,0
田仮,0.35000002,0.15,0,0.1,0,0,0,0
睡眠,0.25833336,0.12500001,0,0.116666675,0.083333336,0,0.016666668,0
ねんねこ,0.25833336,0.12500001,0,0.116666675,0.083333336,0,0.016666668,0
賜暇,0.35000002,0.15,0,0.1,0,0,0,0
公休日,0.35000002,0.15,0,0.1,0,0,0,0
養生,0.35000002,0.15,0,0.1,0,0,0,0
ホリデー,0.35000002,0.15,0,0.1,0,0,0,0
バケイション,0.35000002,0.15,0,0.1,0,0,0,0
祭日,0.35000002,0.15,0,0.1,0,0,0,0
祝い日,0.35000002,0.15,0,0.1,0,0,0,0
ヴァケーション,0.35000002,0.15,0,0.1,0,0,0,0
祝祭日,0.35000002,0.15,0,0.1,0,0,0,0
休止状態,0.35555556,0.13333334,0,0.11111112,0,0,0,0
ドンタク,0.35000002,0.15,0,0.1,0,0,0,0
静止状態,0.35555556,0.13333334,0,0.11111112,0,0,0,0
休止,0.17500001,0.075,0,0.05,0,0.4,0.10000001,0
レスト,0.35000002,0.15,0,0.1,0,0,0,0
請暇,0.35000002,0.15,0,0.1,0,0,0,0
節,0.48125002,0.056250002,0.0375,0.0625,0,0.008928572,0,0.014285715
バカンス,0.35000002,0.15,0,0.1,0,0,0,0
公休,0.35000002,0.15,0,0.1,0,0,0,0
休する,0.35000002,0.15,0,0.1,0,0,0,0
停止,0.116666675,0.050000004,0,0.033333335,0,0.53333336,0.13333334,0
息う,0.35000002,0.15,0,0.1,0,0,0,0
休める,0.30625,0.13125001,0,0.0875,0,0.1,0.025000002,0
息つく間,0.35000002,0.15,0,0.1,0,0,0,0
途切れる,0.21000001,0.09,0,0.060000002,0,0.32000002,0.080000006,0
一時停止,0.28,0.120000005,0,0.080000006,0,0.16000001,0.040000003,0
一段落,0.28,0.120000005,0,0.080000006,0,0.16000001,0.040000003,0
ひと息,0.3,0.12857144,0,0.08571429,0,0.114285715,0.02857143,0
息ぬき,0.35000002,0.15,0,0.1,0,0,0,0
休らう,0.35000002,0.15,0,0.1,0,0,0,0
安らう,0.35000002,0.15,0,0.1,0,0,0,0
息抜,0.35000002,0.15,0,0.1,0,0,0,0
息継,0.35000002,0.15,0,0.1,0,0,0,0
休む,0.27222222,0.116666675,0,0.07777778,0,0.17777778,0.044444446,0
一息,0.3,0.12857144,0,0.08571429,0,0.114285715,0.02857143,0
仲断,0.14,0.060000002,0,0.040000003,0,0.48000002,0.120000005,0
息つく,0.35000002,0.15,0,0.1,0,0,0,0
憩う,0.35000002,0.15,0,0.1,0,0,0,0
跡切れる,0.21000001,0.09,0,0.060000002,0,0.32000002,0.080000006,0
小休止,0.35000002,0.15,0,0.1,0,0,0,0
息継ぎ,0.35000002,0.15,0,0.1,0,0,0,0
幕の内,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
絶え間,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
休会,0.35000002,0.15,0,0.1,0,0,0,0
休止期,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
跡切れ,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
ポーズ,0.30625,0.13125001,0,0.0875,0,0.1,0.025000002,0
途切れ,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
幕あい,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
業間,0.30625,0.13125001,0,0.0875,0,0.1,0.025000002,0
切間,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
小休,0.31111112,0.13333334,0,0.08888889,0,0.08888889,0.022222223,0
間断,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
途ぎれ,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
停会,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
中入り,0.30625,0.13125001,0,0.0875,0,0.1,0.025000002,0
幕間,0.3,0.12857144,0,0.08571429,0,0.114285715,0.02857143,0
と切れ,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
途絶え,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
途切,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
ポース,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
切れ間,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
小憩,0.35000002,0.15,0,0.1,0,0,0,0
小休み,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
たんま,0.35000002,0.15,0,0.1,0,0,0,0
絶えま,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
ブレイク,0.30625,0.13125001,0,0.0875,0,0.1,0.025000002,0
跡切,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
少憩,0.35000002,0.15,0,0.1,0,0,0,0
途絶,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
中入,0.30625,0.13125001,0,0.0875,0,0.1,0.025000002,0
晴れ間,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
たえ間,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
タイム,0.35,0.116666675,0,0.07777778,0,0.08888889,0.022222223,0
跡ぎれ,0.29166666,0.125,0,0.083333336,0,0.13333334,0.033333335,0
中止,0.07954546,0.03409091,0,0.022727273,0,0.6181818,0.15454546,0
ブレーク,0.31111112,0.13333334,0,0.08888889,0,0.08888889,0.022222223,0
オープンフレーム,0.35000002,0.15,0,0.1,0,0,0,0
ちんぴら,0.17500001,0.081250004,0,0.12916666,0.079166666,0.21458334,0.083333336,0
伸び伸びする,0.35000002,0.15,0,0.1,0,0,0,0
ほぐす,0.35000002,0.15,0,0.1,0,0,0,0
解く,0.35000002,0.15,0,0.1,0,0,0,0
解き解す,0.35000002,0.15,0,0.1,0,0,0,0
解ぐす,0.35000002,0.15,0,0.1,0,0,0,0
取り外す,0.17500001,0.075,0,0.05,0,0.05,0.45,0
外す,0.35000002,0.15,0,0.1,0,0,0,0
離す,0.087500006,0.0375,0,0.025,0.2,0.2,0.19,0
解ごす,0.35000002,0.15,0,0.1,0,0,0,0
喫う,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
喫烟,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
喫煙,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
吹かす,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
息切れ,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
生活,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
生きて行く,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
かさなり合う,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
重なる,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
重なり合う,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
ダブる,0,0,0.080000006,0.080000006,0.16000001,0,0.32000002,0
介する,0,0,0.5833334,0.033333335,0,0,0,0
介す,0,0,0.5833334,0.033333335,0,0,0,0
頓着,0,0,0.58000004,0.040000003,0,0,0,0
真っ黒,0,0,0.20833336,0.02666667,0.110416666,0.32875,0.123333335,0.0625
か黒い,0,0,0.23750001,0.040000003,0.121875,0.324375,0.135,0.03125
真っ黒い,0,0,0.20833336,0.02666667,0.110416666,0.32875,0.123333335,0.0625
まっ黒い,0,0,0.20833336,0.02666667,0.110416666,0.32875,0.123333335,0.0625
直黒,0,0,0.23750001,0.040000003,0.121875,0.324375,0.135,0.03125
浅黒い,0,0,0.2916667,0.05333334,0.14791667,0.24291666,0.13,0.020833334
うす黒い,0,0,0.2916667,0.05333334,0.14791667,0.24291666,0.13,0.020833334
浅ぐろい,0,0,0.2916667,0.05333334,0.14791667,0.24291666,0.13,0.020833334
複雑化,0,0,0.07296296,0.22222222,0.02666667,0.18740742,0.22111113,0.011111111
煩,0.0061224485,0,0.10256236,0.14897959,0.021836735,0.24657597,0.24428573,0.019727891
こんぐらかり,0.0061224485,0,0.10256236,0.14897959,0.021836735,0.24657597,0.24428573,0.019727891
併発,0.6,0.6,0.02188889,0.12666668,0.008,0.05622222,0.06633333,0.0033333334
錯綜,0.0061224485,0,0.10256236,0.14897959,0.021836735,0.24657597,0.24428573,0.019727891
縺れ,0.0061224485,0,0.10256236,0.14897959,0.021836735,0.24657597,0.24428573,0.019727891
